ano,id_inscrito,responsavel,nome_responsavel,titulo_livro,isbn,genero_livro,nome_pais_primeira_edicao,tipo_publicacao,autor_nome,autor_genero,autor_idade,autor_nome_pais,autor_nacionalidade,autor_indicador_atividade_economica_principal,autor_educacao_formal,autor_indicador_publicacao_outras_obras,autor_quantidade_obras_publicadas,editora_nome,editora_pais_origem,editora_local_sede,editora_ano_criacao,editora_linha_predominante,editora_canal_distribuicao,editora_tiragem_edicao,editora_financiamento_edicao,editora_grupo_financiamento,editora_site,indicador_outras_edicoes,outras_edicoes_nome_editora,outras_edicoes_ano_publicacao,outras_edicoes_nome_pais,indicador_semifinalista,indicador_finalista,indicador_vencedor
2023,202300195-012,Editora,Aymée Meira Rolim,A vida como um espanto,9786556252209,Poesia,Brasil,"Livro em papel, impresso industrialmente",Joaquim Cesario De Mello,Masculino,de 60 a 70 anos,Brasil,Brasileira,Não Informado,Pós-graduação,false,,Labrador,Brasil,-,2016,Literatura,"Em livraria, por meio de distribuidor, Em livraria, com distribuição própria, Venda direta por meio físico, Venda direta por meio digital",Ambas,Recursos próprios,Recursos próprios,http://editoralabrador.com.br,Não,,,BR,Não,Não,Não
2023,202300195-013,Editora,Aymée Meira Rolim,Dissonantes Imbricações,9786556252421,Poesia,Brasil,"Livro em papel, impresso industrialmente",Carlos Alexandre De Paiva Ferreira,Feminino,de 40 a 50 anos,Brasil,Brasileira,Não,Graduação,true,,Labrador,Brasil,-,2016,Literatura,"Em livraria, por meio de distribuidor, Em livraria, com distribuição própria, Venda direta por meio físico, Venda direta por meio digital",Ambas,Recursos próprios,Recursos próprios,http://editoralabrador.com.br,Não,,,BR,Não,Não,Não
2023,202300195-014,Editora,Aymée Meira Rolim,A vida é divertida,9786556252315,Romance,Brasil,"Livro em papel, impresso industrialmente",J Lopes,Masculino,de 60 a 70 anos,Brasil,Brasileira,Não,Pós-graduação,true,,Labrador,Brasil,-,2016,Literatura,"Em livraria, por meio de distribuidor, Em livraria, com distribuição própria, Venda direta por meio físico, Venda direta por meio digital",Ambas,Recursos próprios,Recursos próprios,http://editoralabrador.com.br,Não,,,BR,Não,Não,Não
2023,202300198-001,Autor,Marcelo Moreira,Sociedade dos Escravos Modernos,9786589313502,Poesia,Brasil,"Livro em papel, impresso industrialmente",Marcelo Moreira,Masculino,de 30 a 40 anos,Brasil,Brasileira,Não,Graduação,true,,Arte Impressa,Brasil,-,2017,"Literatura, Infantil / Infantojuvenil","Em livraria, com distribuição própria, Venda direta por meio físico, Venda direta por meio digital",Ambas,Recursos próprios,Recursos próprios,https://www.arteimpressaeditora.com.br/,Não,,,BR,Não,Não,Não
2023,202300200-001,Autor,Frederico Klumb,rua maravilha tristeza,9786500483628,Conto,Brasil,"Livro em papel, impresso industrialmente",Frederico Klumb,Masculino,de 30 a 40 anos,Brasil,Brasileira,Não,Pós-graduação,false,,Jabuticaba,Brasil,-,2017,Literatura,"Em livraria, com distribuição própria, Venda direta por meio digital",Pré-definida para cada livro,Recursos próprios,Recursos próprios,www.edicoesjabuticaba.com.br,Não,,,BR,Não,Não,Não
2023,202300201-001,Autor,Lucilene Cristina de Souza (vulgo Cris Souza Fontês),"Nunca me casei, mas com você eu casaria",9786589313663,Romance,Brasil,"Livro em papel, impresso industrialmente",Cris Souza Fontes,Feminino,de 40 a 50 anos,Brasil,Brasileira,Sim,Ensino Médio,false,,Arte Impressa,Brasil,-,2017,Literatura,"Em livraria, com distribuição própria, Venda direta por meio físico, Venda direta por meio digital",Ambas,Recursos próprios,Recursos próprios,www.arteimpressaeditora.com.br,Não,,,BR,Não,Não,Não
2023,202300208-001,Autor,Renata de Souza Py,Safira com Alabastro,9786586042535,Romance,Brasil,"Livro em papel, impresso industrialmente",Renata Py,Feminino,de 40 a 50 anos,Brasil,Brasileira,Sim,Graduação,false,,Laranja Original,Brasil,-,2016,Literatura,"Em livraria, por meio de distribuidor, Em livraria, com distribuição própria, Venda direta por meio digital",Pré-definida para cada livro,Recursos próprios,Recursos próprios,www.laranjaoriginal.com.br,Não,,,BR,Não,Não,Não
2023,202300210-001,Autor,Júlia Portes,o céu no meio da cara,9786587079875,Romance,Brasil,"Livro em papel, impresso industrialmente",Julia Portes,Feminino,de 20 a 30 anos,Brasil,Brasileira,Sim,Graduação,true,,Nau,Brasil,-,1993,"Literatura, Ensaio / Humanidades, Técnico-científico","Em livraria, por meio de distribuidor",Pré-definida para cada livro,Recursos próprios,Recursos próprios,https://naueditora.com.br/,Não,,,BR,Não,Não,Não
2023,202300215-001,Autor,Arlete Mendes Marcatti,Gurufim,9786599757327,Poesia,Brasil,"Livro em papel, impresso industrialmente",Arlete Mendes,Feminino,de 40 a 50 anos,Brasil,Brasileira,Não,Pós-graduação,true,,Vicenza,Brasil,-,2021,Literatura,Venda direta por meio digital,Pré-definida para cada livro,Recursos próprios,Recursos próprios,vicencaeditorial.com.br,Não,,,BR,Não,Não,Não
2023,202300218-001,Autor,Lalo Emerick Bravo,Magma da Alma,9788551846087,Poesia,Brasil,"Livro em papel, impresso industrialmente",Lalo Emerick Bravo,Masculino,de 40 a 50 anos,Brasil,Brasileira,Não,Autodidata,true,,Autografia,Brasil,-,2022,Literatura,Venda direta por meio digital,Ambas,Recursos próprios,Recursos próprios,www.autografia.com.br,Não,,,BR,Não,Não,Não
2023,202300224-001,Autor,Adriane Figueira Batista,Voragem,9786554040921,Poesia,Brasil,"Livro em papel, impresso industrialmente",Adriane Figueira,Feminino,de 30 a 40 anos,Brasil,Brasileira,Não,Pós-graduação,false,,Folheando,Brasil,-,2017,"Literatura, Ensaio / Humanidades",Venda direta por meio digital,Impressão por demanda,Recursos próprios,Recursos próprios,www.editorafolheando.com.br,Não,,,BR,Não,Não,Não
2023,202300227-001,Autor,Alexandre Gomes Soares,Já Júpiter,9786586932546,Poesia,Brasil,"Livro em papel, impresso industrialmente",Johann Heyss,Masculino,de 50 a 60 anos,Uruguai,Brasileira,Sim,Autodidata,false,,Pedregulho,Brasil,-,2013,Literatura,Venda direta por meio físico,Pré-definida para cada livro,Recursos próprios,Recursos próprios,https://www.editorapedregulho.com.br/,Não,,,BR,Não,Não,Não
2023,202300229-001,Autor,Fernanda Andrade Leal,Um nome para o silêncio,9786586790207,Romance,Brasil,"Livro em papel, impresso industrialmente",Fernanda Leal,Feminino,de 40 a 50 anos,Brasil,Brasileira,Não,Pós-graduação,true,,Cas'a,Brasil,-,2014,Literatura,"Em livraria, com distribuição própria, Venda direta por meio físico",Impressão por demanda,Recursos próprios,Recursos próprios,https://casaedicoes.com,Não,,,BR,Não,Não,Não
2023,202300232-001,Autor,Inah Xavier Gomes de Almeida,Rio,9786588360354,Poesia,Brasil,"Livro em papel, impresso industrialmente",Inah Xavier,Feminino,de 40 a 50 anos,Brasil,Brasileira,Não,Graduação,true,,Cambucá,Brasil,-,2017,Literatura,"Em livraria, com distribuição própria, Venda direta por meio físico, Venda direta por meio digital",Ambas,Recursos próprios,Recursos próprios,http://www.editoracambuca.com.br,Não,,,BR,Não,Não,Não
2023,202300235-001,Autor,Maureen Meira MIranda,Cidade Velha,9786586460513,Conto,Brasil,"Livro em papel, impresso industrialmente",Maureen Miranda,Feminino,de 40 a 50 anos,Brasil,Brasileira,Não,Graduação,true,,Rua do Sabão,Brasil,-,2019,Literatura,"Em livraria, por meio de distribuidor, Venda direta por meio físico, Venda direta por meio digital",Ambas,Recursos próprios,Recursos próprios,www.editoraruadosabao.com.br,Não,,,BR,Não,Não,Não
2023,202300239-001,Autor,Chiara de Oliveira Carvalho Casagrande Ciodarot di Axox,Tempos de Liberdade,9788595563230,Romance,Brasil,"Livro em papel, impresso industrialmente",Chiara Ciodarot,Feminino,de 40 a 50 anos,Brasil,Brasileira,Não,Pós-graduação,false,,Ubook,Brasil,-,2014,Literatura,"Em livraria, com distribuição própria, Venda direta por meio digital",Impressão por demanda,Recursos próprios,Recursos próprios,https://www.ubook.com/,Não sei informar,,,BR,Não,Não,Não
2023,202300244-001,Autor,Rodrigo Petronio Ribeiro ,O último Deus,9786586460322,Conto,Brasil,"Livro em papel, impresso industrialmente",Rodrigo Petronio,Masculino,de 40 a 50 anos,Brasil,Brasileira,Não,Pós-graduação,false,,Rua do Sabão,Brasil,-,2019,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Em livraria, por meio de distribuidor, Em livraria, com distribuição própria, Venda direta por meio digital",Pré-definida para cada livro,Recursos próprios,Recursos próprios,www.editoraruadosabao.com.br ,Não,,,BR,Não,Não,Não
2023,202300248-001,Autor,Sidnei Xavier dos Santos,Tópicos para colóquios íntimos,9786586042450,Poesia,Brasil,"Livro em papel, impresso industrialmente",Sidnei Xavier dos Santos,Masculino,de 50 a 60 anos,Brasil,Brasileira,Não,Pós-graduação,false,,Laranja Original,Brasil,-,2016,Literatura,"Em livraria, com distribuição própria, Venda direta por meio digital",Pré-definida para cada livro,Recursos próprios,Recursos próprios,https://www.laranjaoriginal.com.br/,Não,,,BR,Não,Não,Não
2023,202300249-001,Autor,Lucas Pereira,Nunca Se Esqueça de Ser Feliz!,9786554280877,Romance,Brasil,"Livro em papel, impresso industrialmente",Lucas Pereira,Masculino,de 40 a 50 anos,Brasil,Brasileira,Não,Pós-graduação,false,,Ases da Literatura,Brasil,Brasil,2000,Literatura,Venda direta por meio digital,Impressão por demanda,Recursos próprios,Recursos próprios,https://www.asesdaliteratura.pt/,Não,,,BR,Não,Não,Não
2023,202300250-001,Editora,Lygia Caselato,Crônicas do ofício,9788554150792,Crônica,Brasil,"Livro em papel, impresso industrialmente",Luiz Eduardo De Carvalho,Masculino,de 50 a 60 anos,Brasil,Brasileira,Sim,Graduação,false,,Cajuína,Brasil,-,2018,"Literatura, Ensaio / Humanidades","Em livraria, por meio de distribuidor, Venda direta por meio digital",Ambas,Recursos próprios,Recursos próprios,www.cajuinaeditora.com.br,Não,,,BR,Não,Não,Não
2023,202300250-002,Editora,Lygia Caselato,Sophie e os cervos,9786586270891,Romance,Brasil,"Livro em papel, impresso industrialmente",Haron Gamal,Masculino,de 50 a 60 anos,Brasil,Brasileira,Não,Pós-graduação,false,,Cajuína,Brasil,-,2018,"Literatura, Ensaio / Humanidades","Em livraria, por meio de distribuidor, Venda direta por meio digital",Ambas,Recursos próprios,Recursos próprios,www.cajuinaeditora.com.br,Não,,,BR,Não,Não,Não
2023,202300250-003,Editora,Lygia Caselato,Favela Stories,9788554150778,Crônica,Brasil,"Livro em papel, impresso industrialmente",Silas Correa Leite,Masculino,de 60 a 70 anos,Brasil,Brasileira,Não,Pós-graduação,false,,Cajuína,Brasil,-,2018,"Literatura, Ensaio / Humanidades","Em livraria, por meio de distribuidor, Venda direta por meio digital",Ambas,Recursos próprios,Recursos próprios,www.cajuinaeditora.com.br,Não,,,BR,Não,Não,Não
2023,202300251-001,Autor,Maria Juraci Maia Cavalcante,REBELDIA INATA,9786587212609,Conto,Brasil,"Livro em papel, impresso industrialmente",Aci Maia,Feminino,de 60 a 70 anos,Brasil,Brasileira,Não,Pós-graduação,false,,IMPRECE,Brasil,-,1989,"Literatura, Técnico-científico",Venda direta por meio físico,Impressão por demanda,Recursos próprios,Recursos próprios,,Não,,,BR,Não,Não,Não
2023,202300256-001,Autor,Wilmar Gonçalves de Lima,A síndrome de parrot fish,9789893742600,Romance,Brasil,"Livro em papel, impresso industrialmente",Wgdelima,Masculino,de 60 a 70 anos,Brasil,Brasileira,Não,Graduação,true,,Astrolábio,Portugal,Brasil,2000,Literatura,"Em livraria, por meio de distribuidor, Venda direta por meio físico, Venda direta por meio digital",Impressão por demanda,Recursos próprios,Recursos próprios,,Sim,Astrolabio edições,2022,AO,Não,Não,Não
2023,202300258-001,Autor,auto-anátema,auto-anátema,9786550612627,Poesia,Brasil,"Livro em papel, impresso industrialmente",Caio Girao,Prefiro não informar,de 20 a 30 anos,Brasil,Brasileira,Não,Graduação,true,,Grupo Caravana,Brasil,-,2018,Literatura,"Em livraria, por meio de distribuidor, Em livraria, com distribuição própria, Venda direta por meio físico, Venda direta por meio digital",Ambas,Recursos próprios,Recursos próprios,www.caravanagrupoeditorial.com.br,Não sei informar,,,BR,Não,Não,Não
